first_player_current_score,second_player_current_score,current_score_difference,first_player_average_score,second_player_average_score,average_score_difference,first_player_rating,second_player_rating,rating_difference,first_player_number_of_bingos,second_player_number_of_bingos,first_player_average_number_of_bingos,second_player_average_number_of_bingos,next_player,number_of_tiles_left,first_player_number_of_turns,second_player_number_of_turns,progress,first_player_rack_blanks,second_player_rack_blanks,first_player_rack_value,second_player_rack_value,final_turn,first_player_final_score,second_player_final_score,final_score_difference,outcome
130,279,-149,8.666666666666666,19.928571428571427,-149,651,567,84,0,0,0.0,0.0,first_player,16,15,14,3.4375,0,0,7,11,false,185,310,-125,false
130,295,-165,8.666666666666666,19.666666666666668,-165,651,567,84,0,0,0.0,0.0,second_player,14,15,15,3.9285714285714284,0,1,7,9,false,185,310,-125,false
132,295,-163,8.25,19.666666666666668,-163,651,567,84,0,0,0.0,0.0,first_player,12,16,15,4.583333333333333,0,1,8,9,false,185,310,-125,false
132,295,-163,8.25,18.4375,-163,651,567,84,0,0,0.0,0.0,second_player,12,16,16,4.583333333333333,0,1,8,9,false,185,310,-125,false
136,295,-159,8.0,18.4375,-159,651,567,84,0,0,0.0,0.0,first_player,10,17,16,5.5,0,1,11,9,false,185,310,-125,false
136,323,-187,8.0,19.0,-187,651,567,84,0,0,0.0,0.0,second_player,4,17,17,13.75,0,0,11,11,false,185,310,-125,false
141,323,-182,7.833333333333333,19.0,-182,651,567,84,0,0,0.0,0.0,first_player,0,18,17,0,0,0,12,11,false,185,310,-125,false
141,323,-182,7.833333333333333,17.944444444444443,-182,651,567,84,0,0,0.0,0.0,second_player,0,18,18,0,0,0,12,11,false,185,310,-125,false
154,323,-169,8.105263157894736,17.944444444444443,-169,651,567,84,0,0,0.0,0.0,first_player,-3,19,18,-18.333333333333332,0,0,10,11,false,185,310,-125,false
154,323,-169,8.105263157894736,17.0,-169,651,567,84,0,0,0.0,0.0,second_player,-3,19,19,-18.333333333333332,0,0,10,11,false,185,310,-125,false
159,323,-164,7.95,17.0,-164,651,567,84,0,0,0.0,0.0,first_player,-5,20,19,-11.0,0,0,8,11,false,185,310,-125,false
159,323,-164,7.95,16.15,-164,651,567,84,0,0,0.0,0.0,second_player,-5,20,20,-11.0,0,0,8,11,false,185,310,-125,false
164,323,-159,7.809523809523809,16.15,-159,651,567,84,0,0,0.0,0.0,first_player,-9,21,20,-6.111111111111111,0,0,7,11,false,185,310,-125,false
164,323,-159,7.809523809523809,15.380952380952381,-159,651,567,84,0,0,0.0,0.0,second_player,-9,21,21,-6.111111111111111,0,0,7,11,false,185,310,-125,false
172,323,-151,7.818181818181818,15.380952380952381,-151,651,567,84,0,0,0.0,0.0,first_player,-12,22,21,-4.583333333333333,0,0,7,11,false,185,310,-125,false
172,323,-151,7.818181818181818,14.681818181818182,-151,651,567,84,0,0,0.0,0.0,second_player,-12,22,22,-4.583333333333333,0,0,7,11,false,185,310,-125,false
174,323,-149,7.565217391304348,14.681818181818182,-149,651,567,84,0,0,0.0,0.0,first_player,-14,23,22,-3.9285714285714284,0,0,7,11,false,185,310,-125,false
174,333,-159,7.565217391304348,14.478260869565217,-159,651,567,84,0,0,0.0,0.0,second_player,-17,23,23,-3.235294117647059,0,0,7,13,false,185,310,-125,false
174,333,-159,7.25,14.478260869565217,-159,651,567,84,0,0,0.0,0.0,first_player,-17,24,23,-3.235294117647059,0,0,7,13,false,185,310,-125,false
174,333,-159,7.25,13.875,-159,651,567,84,0,0,0.0,0.0,second_player,-17,24,24,-3.235294117647059,0,0,7,13,false,185,310,-125,false
184,333,-149,7.36,13.875,-149,651,567,84,0,0,0.0,0.0,first_player,-19,25,24,-2.8947368421052633,0,0,5,13,false,185,310,-125,false
184,333,-149,7.36,13.32,-149,651,567,84,0,0,0.0,0.0,second_player,-19,25,25,-2.8947368421052633,0,0,5,13,false,185,310,-125,false
189,333,-144,7.269230769230769,13.32,-144,651,567,84,0,0,0.0,0.0,first_player,-23,26,25,-2.391304347826087,0,0,4,13,false,185,310,-125,false
189,333,-144,7.269230769230769,12.807692307692308,-144,651,567,84,0,0,0.0,0.0,second_player,-23,26,26,-2.391304347826087,0,0,4,13,false,185,310,-125,false
189,333,-144,7.0,12.807692307692308,-144,651,567,84,0,0,0.0,0.0,first_player,-23,27,26,-2.391304347826087,0,0,4,13,false,185,310,-125,false
189,333,-144,7.0,12.333333333333334,-144,651,567,84,0,0,0.0,0.0,second_player,-23,27,27,-2.391304347826087,0,0,4,13,false,185,310,-125,false
189,333,-144,6.75,12.333333333333334,-144,651,567,84,0,0,0.0,0.0,first_player,-23,28,27,-2.391304347826087,0,0,4,13,true,185,310,-125,false
18,0,18,18.0,0,18,1164,1201,-37,0,0,0.0,0,first_player,94,1,0,0.44680851063829785,0,0,18,0,false,344,337,7,true
18,18,0,18.0,18.0,0,1164,1201,-37,0,0,0.0,0.0,second_player,90,1,1,0.4666666666666667,0,1,18,13,false,344,337,7,true
36,18,18,18.0,18.0,18,1164,1201,-37,0,0,0.0,0.0,first_player,87,2,1,0.4827586206896552,0,1,17,13,false,344,337,7,true
36,32,4,18.0,16.0,4,1164,1201,-37,0,0,0.0,0.0,second_player,83,2,2,0.5060240963855421,0,1,17,11,false,344,337,7,true
48,32,16,16.0,16.0,16,1164,1201,-37,0,0,0.0,0.0,first_player,81,3,2,0.5185185185185185,0,1,15,11,false,344,337,7,true
48,41,7,16.0,13.666666666666666,7,1164,1201,-37,0,0,0.0,0.0,second_player,78,3,3,0.5384615384615384,0,1,15,13,false,344,337,7,true
79,41,38,19.75,13.666666666666666,38,1164,1201,-37,0,0,0.0,0.0,first_player,74,4,3,0.5675675675675675,0,1,11,13,false,344,337,7,true
79,62,17,19.75,15.5,17,1164,1201,-37,0,0,0.0,0.0,second_player,72,4,4,0.5833333333333334,0,1,11,10,false,344,337,7,true
96,62,34,19.2,15.5,34,1164,1201,-37,0,0,0.0,0.0,first_player,69,5,4,0.6086956521739131,0,1,13,10,false,344,337,7,true
96,81,15,19.2,16.2,15,1164,1201,-37,0,0,0.0,0.0,second_player,66,5,5,0.6363636363636364,0,1,13,9,false,344,337,7,true
116,81,35,19.333333333333332,16.2,35,1164,1201,-37,0,0,0.0,0.0,first_player,62,6,5,0.6774193548387096,0,1,20,9,false,344,337,7,true
116,89,27,19.333333333333332,14.833333333333334,27,1164,1201,-37,0,0,0.0,0.0,second_player,59,6,6,0.711864406779661,0,1,20,9,false,344,337,7,true
133,89,44,19.0,14.833333333333334,44,1164,1201,-37,0,0,0.0,0.0,first_player,56,7,6,0.75,0,1,19,9,false,344,337,7,true
133,109,24,19.0,15.571428571428571,24,1164,1201,-37,0,0,0.0,0.0,second_player,53,7,7,0.7924528301886793,0,1,19,11,false,344,337,7,true
165,109,56,20.625,15.571428571428571,56,1164,1201,-37,0,0,0.0,0.0,first_player,49,8,7,0.8571428571428571,0,1,10,11,false,344,337,7,true
165,133,32,20.625,16.625,32,1164,1201,-37,0,0,0.0,0.0,second_player,45,8,8,0.9333333333333333,0,1,10,8,false,344,337,7,true
178,133,45,19.77777777777778,16.625,45,1164,1201,-37,0,0,0.0,0.0,first_player,39,9,8,1.0769230769230769,0,1,18,8,false,344,337,7,true
178,133,45,19.77777777777778,14.777777777777779,45,1164,1201,-37,0,0,0.0,0.0,second_player,39,9,9,1.0769230769230769,0,1,18,15,false,344,337,7,true
178,133,45,17.8,14.777777777777779,45,1164,1201,-37,0,0,0.0,0.0,first_player,39,10,9,1.0769230769230769,0,1,18,15,false,344,337,7,true
178,146,32,17.8,14.6,32,1164,1201,-37,0,0,0.0,0.0,second_player,37,10,10,1.135135135135135,0,1,18,15,false,344,337,7,true
197,146,51,17.90909090909091,14.6,51,1164,1201,-37,0,0,0.0,0.0,first_player,33,11,10,1.2727272727272727,0,1,18,15,false,344,337,7,true
197,161,36,17.90909090909091,14.636363636363637,36,1164,1201,-37,0,0,0.0,0.0,second_player,30,11,11,1.4,0,1,18,16,false,344,337,7,true
213,161,52,17.75,14.636363636363637,52,1164,1201,-37,0,0,0.0,0.0,first_player,27,12,11,1.5555555555555556,0,1,18,16,false,344,337,7,true
213,172,41,17.75,14.333333333333334,41,1164,1201,-37,0,0,0.0,0.0,second_player,24,12,12,1.75,0,1,18,13,false,344,337,7,true
229,172,57,17.615384615384617,14.333333333333334,57,1164,1201,-37,0,0,0.0,0.0,first_player,20,13,12,2.1,0,1,18,13,false,344,337,7,true
229,190,39,17.615384615384617,14.615384615384615,39,1164,1201,-37,0,0,0.0,0.0,second_player,17,13,13,2.4705882352941178,0,1,18,9,false,344,337,7,true
252,190,62,18.0,14.615384615384615,62,1164,1201,-37,0,0,0.0,0.0,first_player,14,14,13,3.0,0,1,23,9,false,344,337,7,true
252,190,62,18.0,13.571428571428571,62,1164,1201,-37,0,0,0.0,0.0,second_player,14,14,14,3.0,0,1,23,10,false,344,337,7,true
269,190,79,17.933333333333334,13.571428571428571,79,1164,1201,-37,0,0,0.0,0.0,first_player,10,15,14,4.2,0,1,23,10,false,344,337,7,true
269,200,69,17.933333333333334,13.333333333333334,69,1164,1201,-37,0,0,0.0,0.0,second_player,8,15,15,5.25,0,2,23,9,false,344,337,7,true
287,200,87,17.9375,13.333333333333334,87,1164,1201,-37,0,0,0.0,0.0,first_player,5,16,15,8.4,0,2,16,9,false,344,337,7,true
287,207,80,17.9375,12.9375,80,1164,1201,-37,0,0,0.0,0.0,second_player,1,16,16,42.0,0,2,16,8,false,344,337,7,true
287,207,80,16.88235294117647,12.9375,80,1164,1201,-37,0,0,0.0,0.0,first_player,1,17,16,42.0,0,2,18,8,false,344,337,7,true
287,293,-6,16.88235294117647,17.235294117647058,-6,1164,1201,-37,0,0,0.0,0.0,second_player,-7,17,17,-6.0,0,0,18,7,false,344,337,7,true
310,293,17,17.22222222222222,17.235294117647058,17,1164,1201,-37,0,0,0.0,0.0,first_player,-11,18,17,-3.8181818181818183,0,0,15,7,false,344,337,7,true
310,315,-5,17.22222222222222,17.5,-5,1164,1201,-37,0,0,0.0,0.0,second_player,-15,18,18,-2.8,0,0,15,5,false,344,337,7,true
330,315,15,17.36842105263158,17.5,15,1164,1201,-37,0,0,0.0,0.0,first_player,-20,19,18,-2.1,0,0,6,5,false,344,337,7,true
330,325,5,17.36842105263158,17.105263157894736,5,1164,1201,-37,0,0,0.0,0.0,second_player,-24,19,19,-1.75,0,0,6,3,false,344,337,7,true
337,325,12,16.85,17.105263157894736,12,1164,1201,-37,0,0,0.0,0.0,first_player,-27,20,19,-1.5555555555555556,0,0,2,3,false,344,337,7,true
337,337,0,16.85,16.85,0,1164,1201,-37,0,0,0.0,0.0,second_player,-30,20,20,-1.4,0,0,2,1,false,344,337,7,true
342,337,5,16.285714285714285,16.85,5,1164,1201,-37,0,0,0.0,0.0,first_player,-33,21,20,-1.2727272727272727,0,0,2,1,false,344,337,7,true
342,337,5,16.285714285714285,16.047619047619047,5,1164,1201,-37,0,0,0.0,0.0,second_player,-33,21,21,-1.2727272727272727,0,0,2,1,true,344,337,7,true
16,0,16,16.0,0,16,880,952,-72,0,0,0.0,0,first_player,96,1,0,0.3645833333333333,0,0,24,0,false,373,346,27,true
16,19,-3,16.0,19.0,-3,880,952,-72,0,0,0.0,0.0,second_player,93,1,1,0.3763440860215054,0,0,24,7,false,373,346,27,true
53,19,34,26.5,19.0,34,880,952,-72,0,0,0.0,0.0,first_player,90,2,1,0.3888888888888889,0,0,22,7,false,373,346,27,true
53,38,15,26.5,19.0,15,880,952,-72,0,0,0.0,0.0,second_player,85,2,2,0.4117647058823529,0,1,22,9,false,373,346,27,true
77,38,39,25.666666666666668,19.0,39,880,952,-72,0,0,0.0,0.0,first_player,81,3,2,0.43209876543209874,0,1,21,9,false,373,346,27,true
77,66,11,25.666666666666668,22.0,11,880,952,-72,0,0,0.0,0.0,second_player,79,3,3,0.4430379746835443,0,1,21,6,false,373,346,27,true
112,66,46,28.0,22.0,46,880,952,-72,0,0,0.0,0.0,first_player,74,4,3,0.47297297297297297,1,1,28,6,false,373,346,27,true
112,81,31,28.0,20.25,31,880,952,-72,0,0,0.0,0.0,second_player,69,4,4,0.5072463768115942,1,0,28,13,false,373,346,27,true
140,81,59,28.0,20.25,59,880,952,-72,0,0,0.0,0.0,first_player,65,5,4,0.5384615384615384,1,0,18,13,false,373,346,27,true
140,106,34,28.0,21.2,34,880,952,-72,0,0,0.0,0.0,second_player,63,5,5,0.5555555555555556,1,0,18,10,false,373,346,27,true
177,106,71,29.5,21.2,71,880,952,-72,0,0,0.0,0.0,first_player,60,6,5,0.5833333333333334,0,0,15,10,false,373,346,27,true
177,120,57,29.5,20.0,57,880,952,-72,0,0,0.0,0.0,second_player,57,6,6,0.6140350877192983,0,0,15,13,false,373,346,27,true
206,120,86,29.428571428571427,20.0,86,880,952,-72,0,0,0.0,0.0,first_player,54,7,6,0.6481481481481481,0,0,14,13,false,373,346,27,true
206,131,75,29.428571428571427,18.714285714285715,75,880,952,-72,0,0,0.0,0.0,second_player,51,7,7,0.6862745098039216,0,0,14,18,false,373,346,27,true
221,131,90,27.625,18.714285714285715,90,880,952,-72,0,0,0.0,0.0,first_player,48,8,7,0.7291666666666666,0,0,22,18,false,373,346,27,true
221,141,80,27.625,17.625,80,880,952,-72,0,0,0.0,0.0,second_player,46,8,8,0.7608695652173914,0,0,22,19,false,373,346,27,true
245,141,104,27.22222222222222,17.625,104,880,952,-72,0,0,0.0,0.0,first_player,43,9,8,0.813953488372093,0,0,22,19,false,373,346,27,true
245,183,62,27.22222222222222,20.333333333333332,62,880,952,-72,0,0,0.0,0.0,second_player,40,9,9,0.875,0,0,22,12,false,373,346,27,true
257,183,74,25.7,20.333333333333332,74,880,952,-72,0,0,0.0,0.0,first_player,35,10,9,1.0,0,0,19,12,false,373,346,27,true
257,209,48,25.7,20.9,48,880,952,-72,0,0,0.0,0.0,second_player,30,10,10,1.1666666666666667,0,0,19,7,false,373,346,27,true
291,209,82,26.454545454545453,20.9,82,880,952,-72,0,0,0.0,0.0,first_player,26,11,10,1.3461538461538463,0,0,19,7,false,373,346,27,true
291,220,71,26.454545454545453,20.0,71,880,952,-72,0,0,0.0,0.0,second_player,24,11,11,1.4583333333333333,0,0,19,8,false,373,346,27,true
312,220,92,26.0,20.0,92,880,952,-72,0,0,0.0,0.0,first_player,21,12,11,1.6666666666666667,0,0,16,8,false,373,346,27,true
312,250,62,26.0,20.833333333333332,62,880,952,-72,0,0,0.0,0.0,second_player,15,12,12,2.3333333333333335,0,0,16,10,false,373,346,27,true
347,250,97,26.692307692307693,20.833333333333332,97,880,952,-72,0,0,0.0,0.0,first_player,12,13,12,2.9166666666666665,0,0,7,10,false,373,346,27,true
347,261,86,26.692307692307693,20.076923076923077,86,880,952,-72,0,0,0.0,0.0,second_player,9,13,13,3.888888888888889,0,0,7,8,false,373,346,27,true
360,261,99,25.714285714285715,20.076923076923077,99,880,952,-72,0,0,0.0,0.0,first_player,6,14,13,5.833333333333333,0,0,7,8,false,373,346,27,true
360,289,71,25.714285714285715,20.642857142857142,71,880,952,-72,0,0,0.0,0.0,second_player,2,14,14,17.5,0,0,7,8,false,373,346,27,true
367,289,78,24.466666666666665,20.642857142857142,78,880,952,-72,0,0,0.0,0.0,first_player,-2,15,14,-17.5,0,0,4,8,false,373,346,27,true
367,306,61,24.466666666666665,20.4,61,880,952,-72,0,0,0.0,0.0,second_player,-4,15,15,-8.75,0,0,4,6,false,373,346,27,true
373,306,67,23.3125,20.4,67,880,952,-72,0,0,0.0,0.0,first_player,-7,16,15,-5.0,0,0,3,6,false,373,346,27,true
373,328,45,23.3125,20.5,45,880,952,-72,0,0,0.0,0.0,second_player,-9,16,16,-3.888888888888889,0,0,3,2,false,373,346,27,true
383,328,55,22.529411764705884,20.5,55,880,952,-72,0,0,0.0,0.0,first_player,-11,17,16,-3.1818181818181817,0,0,1,2,false,373,346,27,true
383,344,39,22.529411764705884,20.235294117647058,39,880,952,-72,0,0,0.0,0.0,second_player,-13,17,17,-2.6923076923076925,0,0,1,2,false,373,346,27,true
383,344,39,21.27777777777778,20.235294117647058,39,880,952,-72,0,0,0.0,0.0,first_player,-13,18,17,-2.6923076923076925,0,0,1,2,true,373,346,27,true
6,0,6,6.0,0,6,951,976,-25,0,0,0.0,0,first_player,97,1,0,0.4536082474226804,1,0,16,0,false,287,316,-29,false
6,21,-15,6.0,21.0,-15,951,976,-25,0,0,0.0,0.0,second_player,93,1,1,0.4731182795698925,1,1,16,19,false,287,316,-29,false
20,21,-1,10.0,21.0,-1,951,976,-25,0,0,0.0,0.0,first_player,89,2,1,0.4943820224719101,1,1,14,19,false,287,316,-29,false
20,35,-15,10.0,17.5,-15,951,976,-25,0,0,0.0,0.0,second_player,86,2,2,0.5116279069767442,1,1,14,21,false,287,316,-29,false
34,35,-1,11.333333333333334,17.5,-1,951,976,-25,0,0,0.0,0.0,first_player,83,3,2,0.5301204819277109,1,1,16,21,false,287,316,-29,false
34,57,-23,11.333333333333334,19.0,-23,951,976,-25,0,0,0.0,0.0,second_player,79,3,3,0.5569620253164557,1,1,16,29,false,287,316,-29,false
38,57,-19,9.5,19.0,-19,951,976,-25,0,0,0.0,0.0,first_player,77,4,3,0.5714285714285714,1,1,18,29,false,287,316,-29,false
38,84,-46,9.5,21.0,-46,951,976,-25,0,0,0.0,0.0,second_player,75,4,4,0.5866666666666667,1,1,18,29,false,287,316,-29,false
43,84,-41,8.6,21.0,-41,951,976,-25,0,0,0.0,0.0,first_player,72,5,4,0.6111111111111112,1,1,23,29,false,287,316,-29,false
43,97,-54,8.6,19.4,-54,951,976,-25,0,0,0.0,0.0,second_player,69,5,5,0.6376811594202898,1,1,23,24,false,287,316,-29,false
70,97,-27,11.666666666666666,19.4,-27,951,976,-25,0,0,0.0,0.0,first_player,66,6,5,0.6666666666666666,1,1,22,24,false,287,316,-29,false
70,127,-57,11.666666666666666,21.166666666666668,-57,951,976,-25,0,0,0.0,0.0,second_player,62,6,6,0.7096774193548387,1,1,22,22,false,287,316,-29,false
102,127,-25,14.571428571428571,21.166666666666668,-25,951,976,-25,0,0,0.0,0.0,first_player,59,7,6,0.7457627118644068,1,1,15,22,false,287,316,-29,false
102,138,-36,14.571428571428571,19.714285714285715,-36,951,976,-25,0,0,0.0,0.0,second_player,56,7,7,0.7857142857142857,1,1,15,21,false,287,316,-29,false
110,138,-28,13.75,19.714285714285715,-28,951,976,-25,0,0,0.0,0.0,first_player,53,8,7,0.8301886792452831,1,1,15,21,false,287,316,-29,false
110,163,-53,13.75,20.375,-53,951,976,-25,0,0,0.0,0.0,second_player,50,8,8,0.88,1,0,15,16,false,287,316,-29,false
132,163,-31,14.666666666666666,20.375,-31,951,976,-25,0,0,0.0,0.0,first_player,48,9,8,0.9166666666666666,0,0,19,16,false,287,316,-29,false
132,169,-37,14.666666666666666,18.77777777777778,-37,951,976,-25,0,0,0.0,0.0,second_player,46,9,9,0.9565217391304348,0,0,19,16,false,287,316,-29,false
138,169,-31,13.8,18.77777777777778,-31,951,976,-25,0,0,0.0,0.0,first_player,43,10,9,1.0232558139534884,0,0,16,16,false,287,316,-29,false
138,177,-39,13.8,17.7,-39,951,976,-25,0,0,0.0,0.0,second_player,41,10,10,1.0731707317073171,0,0,16,16,false,287,316,-29,false
145,177,-32,13.181818181818182,17.7,-32,951,976,-25,0,0,0.0,0.0,first_player,38,11,10,1.1578947368421053,0,0,14,16,false,287,316,-29,false
145,195,-50,13.181818181818182,17.727272727272727,-50,951,976,-25,0,0,0.0,0.0,second_player,35,11,11,1.2571428571428571,0,0,14,13,false,287,316,-29,false
168,195,-27,14.0,17.727272727272727,-27,951,976,-25,0,0,0.0,0.0,first_player,33,12,11,1.3333333333333333,0,0,10,13,false,287,316,-29,false
168,221,-53,14.0,18.416666666666668,-53,951,976,-25,0,0,0.0,0.0,second_player,30,12,12,1.4666666666666666,0,0,10,7,false,287,316,-29,false
170,221,-51,13.076923076923077,18.416666666666668,-51,951,976,-25,0,0,0.0,0.0,first_player,28,13,12,1.5714285714285714,0,0,10,7,false,287,316,-29,false
170,241,-71,13.076923076923077,18.53846153846154,-71,951,976,-25,0,0,0.0,0.0,second_player,23,13,13,1.9130434782608696,0,0,10,10,false,287,316,-29,false
174,241,-67,12.428571428571429,18.53846153846154,-67,951,976,-25,0,0,0.0,0.0,first_player,20,14,13,2.2,0,0,9,10,false,287,316,-29,false
174,265,-91,12.428571428571429,18.928571428571427,-91,951,976,-25,0,0,0.0,0.0,second_player,17,14,14,2.588235294117647,0,0,9,12,false,287,316,-29,false
187,265,-78,12.466666666666667,18.928571428571427,-78,951,976,-25,0,0,0.0,0.0,first_player,14,15,14,3.142857142857143,0,0,9,12,false,287,316,-29,false
187,274,-87,12.466666666666667,18.266666666666666,-87,951,976,-25,0,0,0.0,0.0,second_player,10,15,15,4.4,0,0,9,10,false,287,316,-29,false
201,274,-73,12.5625,18.266666666666666,-73,951,976,-25,0,0,0.0,0.0,first_player,6,16,15,7.333333333333333,0,0,7,10,false,287,316,-29,false
201,288,-87,12.5625,18.0,-87,951,976,-25,0,0,0.0,0.0,second_player,3,16,16,14.666666666666666,0,0,7,9,false,287,316,-29,false
215,288,-73,12.647058823529411,18.0,-73,951,976,-25,0,0,0.0,0.0,first_player,0,17,16,0,0,0,12,9,false,287,316,-29,false
215,295,-80,12.647058823529411,17.352941176470587,-80,951,976,-25,0,0,0.0,0.0,second_player,-3,17,17,-14.666666666666666,0,0,12,9,false,287,316,-29,false
242,295,-53,13.444444444444445,17.352941176470587,-53,951,976,-25,0,0,0.0,0.0,first_player,-6,18,17,-7.333333333333333,0,0,7,9,false,287,316,-29,false
242,302,-60,13.444444444444445,16.77777777777778,-60,951,976,-25,0,0,0.0,0.0,second_player,-9,18,18,-4.888888888888889,0,0,7,7,false,287,316,-29,false
246,302,-56,12.947368421052632,16.77777777777778,-56,951,976,-25,0,0,0.0,0.0,first_player,-11,19,18,-4.0,0,0,6,7,false,287,316,-29,false
246,314,-68,12.947368421052632,16.526315789473685,-68,951,976,-25,0,0,0.0,0.0,second_player,-14,19,19,-3.142857142857143,0,0,6,5,false,287,316,-29,false
261,314,-53,13.05,16.526315789473685,-53,951,976,-25,0,0,0.0,0.0,first_player,-17,20,19,-2.588235294117647,0,0,3,5,false,287,316,-29,false
261,322,-61,13.05,16.1,-61,951,976,-25,0,0,0.0,0.0,second_player,-19,20,20,-2.3157894736842106,0,0,3,3,false,287,316,-29,false
276,322,-46,13.142857142857142,16.1,-46,951,976,-25,0,0,0.0,0.0,first_player,-21,21,20,-2.0952380952380953,0,0,1,3,false,287,316,-29,false
276,326,-50,13.142857142857142,15.523809523809524,-50,951,976,-25,0,0,0.0,0.0,second_player,-23,21,21,-1.9130434782608696,0,0,1,1,false,287,316,-29,false
285,326,-41,12.954545454545455,15.523809523809524,-41,951,976,-25,0,0,0.0,0.0,first_player,-27,22,21,-1.6296296296296295,0,0,1,1,false,287,316,-29,false
285,326,-41,12.954545454545455,14.818181818181818,-41,951,976,-25,0,0,0.0,0.0,second_player,-27,22,22,-1.6296296296296295,0,0,1,1,true,287,316,-29,false
0,0,0,0.0,0,0,1064,1397,-333,0,0,0.0,0,first_player,100,1,0,0.43,0,0,25,0,false,333,381,-48,false
0,0,0,0.0,0.0,0,1064,1397,-333,0,0,0.0,0.0,second_player,100,1,1,0.43,0,0,25,8,false,333,381,-48,false
0,0,0,0.0,0.0,0,1064,1397,-333,0,0,0.0,0.0,first_player,100,2,1,0.43,0,0,26,8,false,333,381,-48,false
0,0,0,0.0,0.0,0,1064,1397,-333,0,0,0.0,0.0,second_player,100,2,2,0.43,0,0,26,10,false,333,381,-48,false
14,0,14,4.666666666666667,0.0,14,1064,1397,-333,0,0,0.0,0.0,first_player,98,3,2,0.4387755102040816,0,0,22,10,false,333,381,-48,false
14,7,7,4.666666666666667,2.3333333333333335,7,1064,1397,-333,0,0,0.0,0.0,second_player,96,3,3,0.4479166666666667,0,0,22,7,false,333,381,-48,false
24,7,17,6.0,2.3333333333333335,17,1064,1397,-333,0,0,0.0,0.0,first_player,94,4,3,0.4574468085106383,1,0,20,7,false,333,381,-48,false
24,89,-65,6.0,22.25,-65,1064,1397,-333,0,1,0.0,0.25,second_player,87,4,4,0.4942528735632184,1,0,20,20,false,333,381,-48,false
53,89,-36,10.6,22.25,-36,1064,1397,-333,0,1,0.0,0.25,first_player,84,5,4,0.5119047619047619,1,0,10,20,false,333,381,-48,false
53,109,-56,10.6,21.8,-56,1064,1397,-333,0,1,0.0,0.2,second_player,81,5,5,0.5308641975308642,1,0,10,19,false,333,381,-48,false
73,109,-36,12.166666666666666,21.8,-36,1064,1397,-333,0,1,0.0,0.2,first_player,78,6,5,0.5512820512820513,1,0,9,19,false,333,381,-48,false
73,109,-36,12.166666666666666,18.166666666666668,-36,1064,1397,-333,0,1,0.0,0.16666666666666666,second_player,78,6,6,0.5512820512820513,1,0,9,11,false,333,381,-48,false
73,109,-36,10.428571428571429,18.166666666666668,-36,1064,1397,-333,0,1,0.0,0.16666666666666666,first_player,78,7,6,0.5512820512820513,1,0,16,11,false,333,381,-48,false
73,128,-55,10.428571428571429,18.285714285714285,-55,1064,1397,-333,0,1,0.0,0.14285714285714285,second_player,73,7,7,0.589041095890411,1,0,16,7,false,333,381,-48,false
115,128,-13,14.375,18.285714285714285,-13,1064,1397,-333,0,1,0.0,0.14285714285714285,first_player,68,8,7,0.6323529411764706,1,0,13,7,false,333,381,-48,false
115,132,-17,14.375,16.5,-17,1064,1397,-333,0,1,0.0,0.125,second_player,64,8,8,0.671875,1,0,13,7,false,333,381,-48,false
123,132,-9,13.666666666666666,16.5,-9,1064,1397,-333,0,1,0.0,0.125,first_player,61,9,8,0.7049180327868853,1,0,13,7,false,333,381,-48,false
123,197,-74,13.666666666666666,21.88888888888889,-74,1064,1397,-333,0,2,0.0,0.2222222222222222,second_player,54,9,9,0.7962962962962963,1,0,13,9,false,333,381,-48,false
144,197,-53,14.4,21.88888888888889,-53,1064,1397,-333,0,2,0.0,0.2222222222222222,first_player,50,10,9,0.86,1,0,22,9,false,333,381,-48,false
144,216,-72,14.4,21.6,-72,1064,1397,-333,0,2,0.0,0.2,second_player,48,10,10,0.8958333333333334,1,0,22,7,false,333,381,-48,false
168,216,-48,15.272727272727273,21.6,-48,1064,1397,-333,0,2,0.0,0.2,first_player,43,11,10,1.0,1,0,27,7,false,333,381,-48,false
168,221,-53,15.272727272727273,20.09090909090909,-53,1064,1397,-333,0,2,0.0,0.18181818181818182,second_player,40,11,11,1.075,1,0,27,7,false,333,381,-48,false
172,221,-49,14.333333333333334,20.09090909090909,-49,1064,1397,-333,0,2,0.0,0.18181818181818182,first_player,37,12,11,1.162162162162162,1,0,30,7,false,333,381,-48,false
172,240,-68,14.333333333333334,20.0,-68,1064,1397,-333,0,2,0.0,0.16666666666666666,second_player,35,12,12,1.2285714285714286,1,0,30,7,false,333,381,-48,false
178,240,-62,13.692307692307692,20.0,-62,1064,1397,-333,0,2,0.0,0.16666666666666666,first_player,32,13,12,1.34375,1,0,27,7,false,333,381,-48,false
178,243,-65,13.692307692307692,18.692307692307693,-65,1064,1397,-333,0,2,0.0,0.15384615384615385,second_player,29,13,13,1.4827586206896552,1,0,27,7,false,333,381,-48,false
204,243,-39,14.571428571428571,18.692307692307693,-39,1064,1397,-333,0,2,0.0,0.15384615384615385,first_player,26,14,13,1.6538461538461537,1,0,24,7,false,333,381,-48,false
204,328,-124,14.571428571428571,23.428571428571427,-124,1064,1397,-333,0,2,0.0,0.14285714285714285,second_player,18,14,14,2.388888888888889,1,0,24,10,false,333,381,-48,false
